repo,pluginStatus,category,readmeLength,fenceMarkCount,practicalVersion,oldScore,practicalV2,delta,ease
omdsh-plugins/omdsh-sidechat,verified-plugin,theme,30049,20,2,80,18,-62,100
omdsh-plugins/omdsh-remdev,verified-plugin,tools,48778,12,2,80,15,-65,65
lhf6623/dsh-keyboard,verified-plugin,other,2553,4,2,50,21,-29,100
wwumit/skills-tools,unknown,tools,1625,2,2,70,0,-70,100
tmeeli/dsh-guardian,unknown,notify,3168,14,2,80,9,-71,80
xinkeZhou-byte/dsh-usage-stats-dashboard,unknown,other,5033,8,2,80,36,-44,100
omdsh-plugins/omdsh-editor,verified-plugin,session,15835,14,2,80,31,-49,100
baobaolaodie/cc-dsh-notifier,verified-plugin,session,8742,18,2,80,35,-45,100
TecFancy/dsh-mobile,verified-plugin,ui,3675,2,2,80,51,-29,100
kinomoto-hakage/dsh-archived-sessions,verified-plugin,session,2858,12,2,80,24,-56,100
Zlyraz/dsh-ballute,verified-plugin,other,6722,24,2,80,41,-39,100
zhengjy01/dsh-ticktick,verified-plugin,notify,4544,8,2,80,25,-55,100
omdsh-plugins/omdsh-plugins.github.io,unknown,dev,19738,20,2,80,46,-34,100
EricXu20266/dsh-skillmanager,verified-plugin,model,2400,4,2,80,0,-80,100
Pluszzz/dsh-desktop-launcher,unknown,other,1689,0,2,20,8,-12,65
worldfunction4/dsh-desk,unknown,tools,5113,12,2,80,46,-34,45
SipengXie2024/dsh-memory-hermes,verified-plugin,model,,,,,,,
ymr6666/deepseekHarnessUI,verified-plugin,theme,,,,,,,
opensquad-ai/dsh-voice-input,verified-plugin,tools,2175,12,2,80,29,-51,100
Morinissleeping/dsh-pnc-theme,verified-plugin,theme,4164,8,2,50,27,-23,100
derek2035/dsh-social,verified-plugin,other,3083,12,2,50,0,-50,100
wwumit/dsh-skill-hub,verified-plugin,model,5811,12,2,80,17,-63,65
Lydian815/anchored-pro,unknown,skill,11253,16,2,80,45,-35,80
wingsky-1/dsh-skill-explorer,verified-plugin,skill,1917,4,2,70,15,-55,80
Mamihlapinatapaiooo/dsh-plugin-inventory-groups,verified-plugin,other,665,4,2,70,2,-68,100
jiaqinzhang123/peon-voice,unknown,theme,3092,6,2,80,0,-80,80
omdsh-plugins/omdsh-desktop,verified-non-plugin,other,21668,14,2,80,28,-52,80
zhangCzhe/dsh-slackoff,verified-non-plugin,other,3689,8,2,50,43,-7,100
zhuyoujie-2025/dsh-text-appearance,verified-plugin,theme,806,4,2,70,19,-51,100
qq1376868542-lang/dsh-tools,verified-plugin,tools,11182,12,2,80,52,-28,100
soli0x4ea/dsh-dlc,unknown,other,3633,8,2,80,22,-58,80
penguin-oo/dsh-delegate-router,verified-plugin,workflow,5115,6,2,80,0,-80,100
omdsh-plugins/omdsh-remctrl,verified-plugin,session,12441,8,2,80,13,-67,100
Dekurri/dsh-windows-minimal-adapter,verified-plugin,skill,310,0,2,10,0,-10,65
F-Light/dsh-diffstream,verified-plugin,other,2076,10,2,50,26,-24,100
wwumit/skills-compliance-intl,unknown,skill,2303,2,2,80,0,-80,100
zhengjy01/dsh-notion-connector,verified-plugin,memory,2348,4,2,80,42,-38,100
omdsh-plugins/omdsh-shortcuts,verified-plugin,tools,31853,24,2,80,40,-40,100
pengpengyi92/dsh-quant-indicators,verified-plugin,tools,37794,20,2,80,56,-24,100
fzs356113-oss/dsh-self-evolving-agent,unknown,dev,7676,10,2,80,41,-39,80
988hj7tczd-oss/dsh-im-qq,verified-plugin,notify,5813,8,2,80,45,-35,80
shenmy-git/dsh-weather-plugin,verified-plugin,theme,3401,10,2,80,25,-55,100
EricXu20266/dsh-proxy,verified-plugin,other,2989,6,2,80,17,-63,100
AnakinCao/dsh-chat-width,verified-plugin,tools,3077,8,2,80,22,-58,100
Win-Hao/seekwhale-on-dsh,verified-plugin,session,3573,6,2,80,9,-71,100
fzs356113-oss/dsh-cad-copilot,unknown,tools,7071,10,2,80,44,-36,80
kirigayakazima/brockdsaver,verified-plugin,tools,5706,18,2,80,3,-77,100
ligaoc/dsh-plugin-dev,verified-plugin,model,684,0,2,20,3,-17,65
ClancyLiao/dsh-plugins,verified-plugin,other,1992,4,2,70,0,-70,100
Zh-U-hB/dsh-vision-bridge,verified-plugin,model,4647,4,2,80,30,-50,80
FlipFlopszzz/dsh-studio,conflict,tools,2645,8,2,80,21,-59,80
wumu1111111/dsh-agnes-omni,verified-plugin,model,2519,10,2,80,24,-56,65
uckkk/dsh-api-contract,verified-plugin,other,1032,8,2,70,8,-62,100
dingyi222666/dsh-agents-md,verified-plugin,other,5800,6,2,80,14,-66,80
knGear/dsh-AgentTask,verified-plugin,workflow,1625,6,2,70,23,-47,100
baixianger/dsh-session-messaging,verified-plugin,session,3755,2,2,80,6,-74,100
licheng-ma/dsh-wechat-skin,verified-plugin,theme,2806,6,2,50,38,-12,100
zoahdev/dsh-plugin-doctor-action,unknown,dev,2490,4,2,50,6,-44,65
guobinmengxiang-rgb/awesome-dsh,unknown,other,2059,2,2,50,0,-50,100
opencamel/dsh-wx-archive,verified-plugin,tools,5248,14,2,80,15,-65,100
lanyun077/dsh-project,verified-plugin,memory,1669,4,2,70,31,-39,80
ShiXiangYu2/dsh-siliconflow-vision,verified-plugin,tools,2063,8,2,80,27,-53,65
uckkk/dsh-video-creator,verified-plugin,session,2114,10,2,80,35,-45,100
SoDaZilla-zzz/dsh-deepseek-balance-card,verified-plugin,model,10903,8,2,50,54,4,65
SparkWeiyang/DeepseekHarness-AndroidClient,unknown,session,4200,8,2,80,39,-41,80
opengameapp/opengame-dsh-plugin,unknown,tools,,,,,,,
fuhuonvshen/dsh-video-player,verified-plugin,other,987,2,2,70,35,-35,100
zoahdev/dsh-pet-evolve,verified-plugin,fun,2838,6,2,80,25,-55,100
zhangsaizz/dsh-widgets-plugin,conflict,other,9134,12,2,80,27,-53,65
fzs356113-oss/dsh-knowledge-forge,unknown,model,7239,8,2,80,48,-32,80
fzs356113-oss/dsh-workflow-symphony,unknown,workflow,7178,12,2,50,37,-13,65
uckkk/dsh-license-guard,verified-plugin,other,1059,8,2,70,8,-62,100
nailing10086-zx/dsh-custom-ui,verified-plugin,ui,2225,4,2,80,16,-64,65
xiaokang6/dsh-admin,verified-plugin,tools,3494,4,2,80,16,-64,100
uckkk/dsh-test-coverage,verified-plugin,other,1257,10,2,70,18,-52,100
facai0316/dsh-auto-coding,conflict,other,3306,6,2,50,41,-9,100
Yunnalab/dsh-latex-ocr,verified-plugin,tools,1769,8,2,70,16,-54,100
chouyong/dsh-fork-diff,verified-plugin,session,2414,10,2,80,52,-28,80
guobinmengxiang-rgb/dsh-xhs-note,verified-plugin,other,1921,0,2,50,16,-34,80
PuLuShen/DSH-end-notify,unknown,notify,1208,2,2,40,0,-40,65
jiekesu967/dsh-plugin-opencode-usage,verified-plugin,tools,3300,14,2,80,31,-49,65
dove-a/dsh-plugin-registry,unknown,tools,2051,2,2,80,24,-56,100
zerosloney/dsh-ralph-loop,verified-plugin,dev,7464,12,2,80,3,-77,100
VincentJiang06/dsh-wechatmpdev,verified-plugin,model,7649,8,2,50,67,17,100
Yidien/dsh-capture-window,verified-plugin,session,1715,6,2,70,14,-56,80
2672243194/dsh-fetch-data,verified-plugin,other,6141,6,2,80,62,-18,100
JunbaoCao/wealth-device-inspector,unknown,dev,5992,10,2,80,40,-40,80
JohnXu22786/adversarial-review,verified-plugin,git,15761,14,2,80,34,-46,65
JohnXu22786/fs-mcp,unknown,tools,,,,,,,
JohnXu22786/browser-automation,conflict,browser,14754,16,2,80,47,-33,100
ZSLsherly/DSH-remote-console,verified-plugin,other,4101,26,2,80,34,-46,80
Yuki-takuya-kun/dsh-claude-code,verified-plugin,tools,3054,4,2,50,0,-50,65
zerosloney/dsh-state-graph,verified-plugin,other,13378,18,2,80,29,-51,100
JohnXu22786/github-mcp,verified-plugin,git,15407,20,2,80,48,-32,65
lijx122/dsh-plugin-session-rewind,unknown,session,,,,,,,
JianTG/dsh-auto-model-router,verified-plugin,model,3189,11,2,80,17,-63,100
Yaya716/dsh-shell-settings,unknown,other,893,0,2,20,0,-20,65
KhalilYamber/dsh-session-summarizer,verified-plugin,session,3141,6,2,80,25,-55,100
CharlotteN7/dsh-dlp,verified-plugin,tools,7730,8,2,80,25,-55,100
qwert702/dsh-link-plugin,verified-plugin,other,1456,4,2,70,9,-61,100
JohnXu22786/context-pruner,verified-plugin,memory,10078,14,2,80,25,-55,100
lovaxi/4d4y-browser,unknown,tools,651,2,2,70,23,-47,80
Julyves/dsh-git-status,unknown,tools,,,,,,,
lance-kanglu/dsh-ssh-bridge,verified-plugin,tools,7401,16,2,80,53,-27,100
JohnXu22786/docs-retriever,verified-plugin,tools,18018,28,2,80,45,-35,100
dsh-mixxed/dsh-client-ui-filesystem-manager,verified-plugin,dev,5125,10,2,80,32,-48,100
uckkk/dsh-git-commit,verified-plugin,session,1030,8,2,70,11,-59,100
xianyu-ya/dsh-imgpt,verified-non-plugin,theme,3502,10,2,50,29,-21,65
HunterCHCL/dsh-usage-meter,verified-plugin,other,3784,10,2,80,34,-46,80
uckkk/dsh-api-mock,verified-plugin,other,1113,8,2,70,9,-61,100
shiki-dml/dsh-workspace-intelligence,verified-plugin,tools,2912,8,2,80,19,-61,100
JohnXu22786/task-board,unknown,session,,,,,,,
guiyi-labs/kubemd,unknown,memory,5780,10,2,80,9,-71,100
JohnXu22786/secret-guard,verified-plugin,security,16083,20,2,80,36,-44,65
mervyn-teo/dsh-plugin-collapsible-steps,verified-plugin,ui,3121,2,2,80,37,-43,100
JohnXu22786/skill-framework,verified-plugin,skill,10726,18,2,80,29,-51,100
EveGoodEvening/dsh-llmwiki,verified-plugin,model,13371,18,2,80,25,-55,100
ohoyour/dsh-file-mention,conflict,tools,2548,16,2,80,46,-34,100
AntheaLaffy/missing-semester-skills-dsh,verified-plugin,skill,8198,4,2,80,29,-51,100
JohnXu22786/statusline,unknown,model,,,,,,,
KeLearns/dsh-build-diff,verified-plugin,tools,3147,10,2,80,13,-67,100
zoahdev/dsh-artifacts,verified-plugin,tools,9552,30,2,80,73,-7,100
Cola1018/dsh-aicc-zhunao,verified-plugin,workflow,1261,2,2,70,0,-70,100
JohnXu22786/file-planning,verified-plugin,workflow,5486,12,2,80,25,-55,100
sulfide2085/dsh-custom-context-menu,verified-plugin,model,3250,8,2,80,41,-39,80
catsenior507/dsh-web-watchdog,verified-plugin,tools,1732,4,2,70,13,-57,100
ChenChen913/dsh-security-doctor,verified-plugin,tools,3784,4,2,80,24,-56,100
Saul-Soul/dsh-tokenrhythm-attribution-bridge,unknown,other,3600,4,2,80,0,-80,45
rouyiemei/dsh-plugin-safe-install,verified-plugin,skill,2774,8,2,80,29,-51,100
Alyosha28/dsh-plugin-updater,verified-plugin,other,4188,8,2,80,40,-40,45
ALwith-ai/alwith-dsh,unknown,dev,3727,6,2,50,0,-50,30
uckkk/dsh-secret-scan,verified-plugin,session,967,8,2,70,5,-65,100
JohnXu22786/snippet-expander,conflict,tools,12523,27,2,80,44,-36,100
sungatetop/dsh-browser-control,verified-plugin,tools,3761,20,2,80,34,-46,100
uckkk/dsh-dependency-audit,verified-plugin,dev,1024,8,2,70,8,-62,100
meifeisite/plugin-manager,unknown,market,3417,18,2,80,9,-71,80
zhan-tz/dsh-plugin-runbook,verified-plugin,model,6372,6,2,80,0,-80,100
littlewrite/dsh-local-ocr,verified-plugin,tools,2842,18,2,80,6,-74,100
LarryE135/WSL-for-DSH,unknown,tools,4425,12,2,80,4,-76,100
jswbiubiu/primary-english-helper,unknown,session,616,2,2,40,16,-24,100
yan77-h/dsh-agent-evaluator,unknown,other,,,,,,,
JohnXu22786/docgen,verified-plugin,skill,11279,16,2,80,31,-49,100
JohnXu22786/model-catalog,conflict,tools,14065,16,2,80,42,-38,65
Dragonwinner/chromex-browser,verified-non-plugin,tools,9117,4,2,50,58,8,100
Sudo-Biao/dsh-plugin-docstudio,unknown,model,3867,20,2,80,39,-41,100
ShatterDusk/dsh-porter,verified-non-plugin,session,1263,6,2,70,20,-50,100
wangyaominde/dsh-llm-grok-oauth,verified-plugin,model,4181,6,2,80,33,-47,70
Jiong-w-ang/dsh-preview-panel,verified-plugin,market,2080,2,2,50,14,-36,65
sjh9714/dsh-lean,verified-plugin,model,12979,10,,80,,,100
Lee-mx/dsh-cool-ui,verified-plugin,other,1383,2,2,40,2,-38,65
Jescoi/dsh-balance-bubble,verified-plugin,tools,6306,8,2,80,56,-24,65
hajimilvdou/dsh-storecloud,verified-plugin,other,6274,8,2,80,43,-37,100
uckkk/dsh-api-testgen,verified-plugin,other,1004,8,2,70,5,-65,100
L-mimimi/WinPin,unknown,other,3112,6,2,50,52,2,65
uckkk/dsh-json-types,verified-plugin,session,950,8,2,70,11,-59,100
xxxxxs-ssdd/arknits-background-plugin,unknown,other,2789,0,2,30,4,-26,65
2421873411a-rgb/dsh-usage-stats,verified-plugin,model,872,4,2,70,18,-52,100
JohnXu22786/computer-control,verified-plugin,tools,11940,16,2,80,31,-49,100
xjg12345/DeepSeek-Harness-Bocchi-UI,unknown,theme,1032,4,2,40,5,-35,100
O3SET/dsh-idapro,unknown,other,6223,12,2,80,64,-16,80
AHiNLs/dsh-chrome-samples,unknown,other,,,,,,,
dshplugin-me/dsh-precedent,verified-plugin,model,12426,12,2,80,48,-32,100
houlain/dsh-workspace-studio,verified-plugin,session,8594,10,2,80,56,-24,100
morphlinglan/dsh-llm-fallback,verified-plugin,model,1958,4,2,70,11,-59,100
JohnXu22786/session-titler,verified-plugin,session,11110,16,2,80,35,-45,100
riesbri/dsh-plugins,verified-plugin,tools,3159,10,2,80,0,-80,100
305037991x-pixel/dsh-opencode-go,verified-plugin,tools,1518,4,2,70,23,-47,65
YiGeSama/dsh-preset-run,verified-plugin,model,4672,6,2,80,18,-62,100
Vorpal-poem/dsh-doubao-voice,verified-plugin,tools,2452,8,2,80,25,-55,100
GUOZIJAN/dsh-tech-stack-survey,unknown,other,9476,8,2,80,32,-48,80
YJLZSL/dsh-furrhaven-toolbox,verified-plugin,tools,4014,12,2,80,34,-46,100
CharlotteN7/dsh-plugin-inspector,conflict,other,4477,10,2,80,10,-70,100
JohnXu22786/safety-net,verified-plugin,security,13739,28,2,80,47,-33,100
JohnXu22786/pty-runner,unknown,dev,,,,,,,
xianyu-ya/dsh-plugin-overview,unknown,tools,547,0,2,20,0,-20,65
gqy20/dsh-showrunner,verified-plugin,dev,2338,8,2,80,6,-74,100
uckkk/dsh-db-migration,verified-plugin,other,1063,8,2,70,5,-65,100
JohnXu22786/command-scout,verified-plugin,tools,9947,30,2,80,49,-31,100
hezhongtang/dsh-capability-optimizer,verified-plugin,tools,16773,4,2,80,54,-26,100
mmyhj/dsh-tool-hermes-web,unknown,tools,2290,4,2,80,6,-74,45
linzhuoliSOC/dsh-skin-study,verified-plugin,theme,4155,4,2,80,16,-64,100
CharlotteN7/dsh-ocsf-forwarder,verified-plugin,session,7130,8,2,80,25,-55,100
qwased/DSH-deleted-and-history-button,unknown,session,7399,6,2,80,43,-37,100
Rinsonlaw/law-dsh-plugin,verified-plugin,other,1104,6,2,70,0,-70,100
crwsr124/dsh-mobile-layout,verified-plugin,theme,2404,4,2,80,38,-42,100
dHR-P/dsh-git-sync,verified-plugin,session,1893,2,2,70,43,-27,100
tyouter/dsh-remote-access,unknown,dev,5694,34,2,50,34,-16,65
aoye516/pack-Agent,unknown,tools,4441,8,2,80,35,-45,65
thaning0/dsh-llm-codex-auth-native-compact-image,verified-plugin,model,7902,12,2,80,45,-35,100
rouyiemei/dsh-smart-router,verified-plugin,model,6191,10,2,80,10,-70,65
eddiehuang227-source/live-talk,verified-plugin,session,1989,4,2,70,0,-70,100
uckkk/dsh-json-diff,verified-plugin,other,538,8,2,70,5,-65,100
wzz3034026545/dsh-rule-manager,verified-plugin,ui,2230,6,2,80,32,-48,100
uckkk/dsh-html-parse,verified-plugin,other,579,8,2,70,5,-65,100
kangshifu1/dsh-accounts,verified-plugin,tools,1191,2,2,40,25,-15,65
StarPivotNet/dsh-plugin-catalog,verified-non-plugin,dev,2116,2,2,50,0,-50,65
uckkk/dsh-env-manager,verified-plugin,other,877,8,2,70,8,-62,100
mario03690/dsh-china-facts,unknown,other,5065,4,2,80,15,-65,100
youkongling/dsh-plugin-gate,verified-plugin,dev,4353,14,2,80,46,-34,100
sashankh/dsh-taintguard,verified-plugin,security,12961,16,2,80,15,-65,100
igugyj/project-ai-docs,verified-plugin,skill,3323,8,2,80,16,-64,80
sweven-tears/dsh-web-browse,verified-plugin,tools,3325,2,2,80,39,-41,80
uckkk/dsh-json-tools,verified-plugin,session,571,8,2,70,8,-62,100
yasin0324/dsh-2048,verified-plugin,fun,3057,8,2,50,19,-31,100
april-jk/dsh-mobile-plugin,verified-plugin,other,6306,14,2,80,14,-66,100
guchengyouzi12138/project-understanding,unknown,skill,1675,2,2,40,13,-27,65
JackeyWilder/dsh-file-picker,verified-plugin,tools,7926,10,2,80,60,-20,100
Asuta/dsh-client-ui-settings-model-advanced,verified-plugin,model,2181,4,2,80,0,-80,80
Jayliu2025-vip/dsh-fate-twin-contract,verified-plugin,theme,1472,8,2,70,5,-65,80
DosterBool/dsh-shutup,verified-plugin,other,3683,2,2,50,21,-29,65
uckkk/dsh-readme,verified-plugin,other,763,8,2,70,5,-65,100
Zenjibad/skill-injector-plugin,verified-plugin,skill,8688,6,2,50,42,-8,100
DXF1024/dsh-plugin-desktop-shortcut,unknown,other,5713,12,2,80,25,-55,80
tachika710/token-budget,conflict,model,9123,30,2,80,47,-33,100
uckkk/dsh-timestamp,verified-plugin,other,598,8,2,70,8,-62,100
azure5100/huahua-dsh-plugin-orchestra,verified-plugin,market,5161,8,2,80,7,-73,65
uckkk/dsh-log-analyzer,verified-plugin,dev,874,8,2,70,8,-62,100
chou109/dsh-workspace-launcher,unknown,dev,13596,18,2,80,60,-20,80
uckkk/dsh-repo-health,verified-plugin,dev,716,8,2,70,5,-65,100
kamilhzn/dsh-file-upload,verified-plugin,session,4830,6,2,80,36,-44,100
Outblock/dsh-headless-resumable,unknown,session,7519,8,2,50,22,-28,30
Nicotinamide/dsh-plugin-tg-bridge,verified-plugin,model,8692,16,2,80,29,-51,100
uckkk/dsh-image,verified-plugin,tools,623,8,2,70,8,-62,100
mattismegevand/dsh-open,verified-plugin,tools,3682,8,,80,,,100
mario03690/dsh-watch,unknown,dev,4486,4,2,80,15,-65,100
mario03690/dsh-tables,unknown,dev,6299,4,2,80,15,-65,100
1479650473/dsh-question-composer,verified-plugin,other,3087,4,2,80,25,-55,100
lihuu/dsh-plugins,unknown,skill,3906,10,2,80,0,-80,100
chou109/dsh-vision-bridge,unknown,model,19011,16,2,80,64,-16,45
julygotostudy/model-balance-flyout,unknown,model,1926,2,2,70,31,-39,45
omdsh-plugins/omdsh-status,verified-plugin,session,10379,12,2,80,34,-46,100
iHow1/dsh-ihow-memory,verified-plugin,memory,4787,16,2,80,19,-61,100
Huaqiu-Electronics/dsh-pcb-parts-search,verified-plugin,tools,7431,22,2,80,42,-38,80
uckkk/dsh-useragent,verified-plugin,other,575,8,2,70,5,-65,100
warmwine/dsh-memoryleak,verified-plugin,tools,8241,14,2,80,25,-55,100
La-Theresa/dsh-math-modeling,unknown,model,7178,12,2,80,47,-33,80
CsBpRd/dsh-anywhere-web,verified-plugin,tools,3141,16,2,80,0,-80,100
muyangplus/dsh-oi-workbench,verified-plugin,skill,4962,10,2,80,32,-48,100
gezi6603-rgb/tavern-launcher,verified-non-plugin,other,2297,4,2,50,42,-8,65
xjwwjx/dsh-sonic,conflict,tools,2514,4,2,80,25,-55,80
lcb522/dsh-harness-launcher,unknown,dev,2354,8,2,80,5,-75,80
pengpengyi92/dsh-quant-ui,verified-non-plugin,fun,825,2,2,40,1,-39,100
kid-tea/dsh-rapid-ocr-ui,verified-plugin,model,3544,4,2,80,8,-72,80
MIOYULIN/dsh-client-ui-mobile-mono,unknown,theme,3213,2,2,80,26,-54,100
791813037/dsh-story,conflict,other,1989,6,2,70,13,-57,100
qqyumidi/dsh-clipboard-history,verified-plugin,session,1447,8,2,70,4,-66,100
teckyuen/dsh-autocount-cloud,verified-plugin,tools,1461,12,2,70,6,-64,65
xccpddym/dsh-bubble-nav,unknown,session,3499,12,2,50,35,-15,65
Flamesnake/dsh-talespindle,unknown,tools,,,,,,,
MicroWearld/dsh-quick-restart-desktop,verified-plugin,other,3560,6,2,80,28,-52,100
RedreamR/dsh-remote-access,verified-plugin,tools,945,6,2,70,0,-70,100
mattismegevand/dsh-git,verified-plugin,session,4717,6,,80,,,100
hfh1999/dsh-file-confirm,verified-plugin,other,3061,12,2,80,8,-72,100
EdwardoStarks/dsh-quote,verified-plugin,other,777,4,2,70,17,-53,100
uckkk/dsh-random,verified-plugin,session,578,8,2,70,11,-59,100
creativedswork/dsh-mcp-apps,verified-plugin,tools,8228,14,2,80,17,-63,100
jing-hy/dsh-task-runner,verified-plugin,tools,6107,16,2,80,32,-48,100
uckkk/dsh-yaml,verified-plugin,other,575,8,2,70,8,-62,100
uckkk/dsh-json-csv,verified-plugin,other,588,8,2,70,8,-62,100
whitelonng/dsh-worktree,unknown,other,5233,4,2,80,38,-42,80
EquentR/dsh_plugins,verified-non-plugin,other,2376,2,2,80,34,-46,80
justintangsysu/dsh-amadeus-skin,verified-plugin,theme,739,10,2,70,12,-58,80
Syruph-dot/dsh-webui-annotateSKK,unknown,tools,1410,8,2,70,33,-37,80
Viger1/dsh-preview,verified-plugin,browser,6219,6,2,80,39,-41,100
mario03690/dsh-docflow,unknown,tools,5084,4,2,80,15,-65,100
1479650473/dsh-todo-panel,verified-plugin,workflow,2745,4,2,80,25,-55,100
lihangyu97/oh-my-webui,unknown,tools,265,0,2,10,7,-3,65
Harzva/harness-flow-hub,verified-plugin,market,3517,2,2,50,0,-50,65
Sttrevens/dsh-linked-folders,verified-plugin,session,2906,6,2,80,0,-80,100
xiaoyaoPanPan/dsh-photo-pick,conflict,tools,4502,16,2,50,19,-31,35
uckkk/dsh-number-format,verified-plugin,session,583,8,2,70,5,-65,100
uckkk/dsh-json-validate,verified-plugin,other,613,8,2,70,8,-62,100
uckkk/dsh-markdown-table,verified-plugin,other,616,8,2,70,5,-65,100
mario03690/dsh-adversarial-review,unknown,tools,5681,4,2,80,15,-65,100
baihejiangnan/dsh-plugin-dev,verified-plugin,tools,2089,8,2,80,22,-58,100
baihejiangnan/dsh-custom-wallpaper,verified-plugin,tools,1181,6,2,70,26,-44,65
zhengjy01/dsh-flomo-report,verified-plugin,session,2982,4,2,80,25,-55,80
tdeluna024-ui/dsh-done-notifier,verified-plugin,notify,1908,8,2,70,25,-45,100
CEQ151/dsh_codex_style_plugin,verified-plugin,dev,727,4,2,40,0,-40,100
ac0033/dsh-ctm,verified-plugin,tools,10228,6,2,80,27,-53,100
adithya-hmt/fullstack-expert,verified-plugin,workflow,8064,8,2,80,22,-58,100
uckkk/dsh-html-escape,verified-plugin,session,596,8,2,70,8,-62,100
uckkk/dsh-file-rename,verified-plugin,other,627,8,2,70,5,-65,100
chou109/dsh-toolkit,unknown,session,14510,14,2,80,70,-10,80
uckkk/dsh-json-flatten,verified-plugin,session,566,8,2,70,5,-65,100
uckkk/dsh-url,verified-plugin,session,556,8,2,70,8,-62,100
julescules/dsh-windows-workspace-guard,verified-plugin,dev,7136,10,2,50,42,-8,65
TikaFlow/dsh-model-reasoning,verified-plugin,model,769,4,2,70,17,-53,100
ShengenWu/dsh-obsidian-channel,verified-plugin,other,5386,2,2,80,5,-75,100
frostming/dsh-auto-update,verified-plugin,other,2410,10,2,80,25,-55,100
cromus-ai/dsh-plugin,verified-plugin,skill,2573,6,2,80,25,-55,65
wuwenfengmi1998/panel-auth,verified-non-plugin,other,4566,12,2,50,21,-29,65
morphlinglan/dsh-moa,verified-plugin,tools,2605,4,2,80,6,-74,100
jiangr100/dsh-in-convo-mode-change,verified-plugin,session,3518,6,2,80,16,-64,100
Fectivnfy112357/dsh-dual-plugin-guide,verified-plugin,skill,2390,4,2,80,7,-73,100
uckkk/dsh-scaffold,verified-plugin,dev,711,8,2,70,11,-59,100
zhuyan1085/mcp-deliverable,verified-plugin,tools,2706,14,2,50,0,-50,100
hTangle/voice-interview-coach,unknown,tools,6250,8,2,80,43,-37,100
kexuejin/dsh-tunnelmux-remote,verified-plugin,session,3705,6,2,80,34,-46,100
bitxeno/dsh-at-github,unknown,tools,,,,,,,
chou109/dsh-archives,unknown,session,12082,26,2,50,44,-6,100
uckkk/dsh-text-tools,verified-plugin,tools,600,8,2,70,8,-62,100
uckkk/dsh-base64-file,verified-plugin,other,636,8,2,70,8,-62,100
uckkk/dsh-ip,verified-plugin,other,538,8,2,70,8,-62,100
uckkk/dsh-regex,verified-plugin,other,577,8,2,70,11,-59,100
Jolly-J/dsh-project-progress,verified-plugin,session,1834,6,2,70,30,-40,100
xbc996/schnauzer-pet,unknown,fun,,,,,,,
uckkk/dsh-hex,verified-plugin,other,361,6,2,60,0,-60,100
uckkk/dsh-text-reverse,verified-plugin,other,403,6,2,60,0,-60,100
uckkk/dsh-percentage,verified-plugin,other,394,6,2,60,0,-60,100
WinRNGS/dsh-session-prompt-standalone,verified-plugin,session,1295,12,2,70,6,-64,100
lingruan28-boop/dsh-balance-float,unknown,model,,,,,,,
uckkk/dsh-base64url,verified-plugin,session,397,6,2,60,0,-60,100
uckkk/dsh-json-to-table,verified-plugin,other,419,6,2,60,0,-60,100
uckkk/dsh-sql-format,verified-plugin,other,577,8,2,70,5,-65,100
GraySilver/dsh-task-modes,verified-plugin,tools,6204,16,2,50,30,-20,100
uckkk/dsh-hmac,verified-plugin,other,369,6,2,60,0,-60,100
uckkk/dsh-color-name,verified-plugin,session,393,6,2,60,0,-60,100
uckkk/dsh-base-convert,verified-plugin,other,403,6,2,60,0,-60,100
chiyulogg-commits/dsh-zh-hant-tw,verified-plugin,tools,2310,6,2,50,36,-14,100
haipisao/dsh-plugin-opencode-go-quota,verified-plugin,tools,8007,16,2,80,31,-49,65
uckkk/dsh-phone,verified-plugin,other,369,6,2,60,0,-60,100
uckkk/dsh-interaction-design,verified-plugin,other,437,6,2,60,0,-60,100
pixelieee/dsh-lol-client,unknown,dev,2155,6,2,50,19,-31,100
uckkk/dsh-query-string,verified-plugin,other,409,6,2,60,0,-60,100
uckkk/dsh-text-diff,verified-plugin,other,393,6,2,60,0,-60,100
uckkk/dsh-http-status,verified-plugin,other,404,6,2,60,0,-60,100
uckkk/dsh-motion-design,verified-plugin,other,412,6,2,60,0,-60,100
uckkk/dsh-json-merge,verified-plugin,other,397,6,2,60,0,-60,100
863683348/dsh-project,unknown,other,4883,24,2,80,35,-45,45
uckkk/dsh-date-calc,verified-plugin,other,589,8,2,70,11,-59,100
uckkk/dsh-json-to-sql,verified-plugin,other,404,6,2,60,0,-60,100
Jason-Liao/dsh-memory-tdai,verified-plugin,memory,10989,14,2,50,59,9,65
zhousun55-byte/dsh-postman,verified-plugin,ui,1793,4,2,70,25,-45,80
infexpense/dsh-opencodeproxy,verified-plugin,dev,1617,4,2,70,19,-51,100
uckkk/dsh-base64,verified-plugin,other,379,6,2,60,0,-60,100
AbdullahElTiby/dsh-vision-bridge,unknown,model,13413,16,2,80,25,-55,45
uckkk/dsh-typography,verified-plugin,session,400,6,2,60,0,-60,100
uckkk/dsh-otp,verified-plugin,other,369,6,2,60,0,-60,100
uckkk/dsh-json-escape,verified-plugin,other,401,6,2,60,0,-60,100
uckkk/dsh-color-theory,verified-plugin,theme,410,6,2,60,0,-60,100
uckkk/dsh-markdown-toc,verified-plugin,other,412,6,2,60,0,-60,100
uckkk/dsh-word-frequency,verified-plugin,other,413,6,2,60,0,-60,100
